locus_tag	ftype	length_bp	gene	EC_number	COG	product
PMUR_01813	misc_RNA	400				tmRNA
PMUR_01814	CDS	318				hypothetical protein
PMUR_01815	CDS	474	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
PMUR_01816	CDS	717	ydfK		COG1811	putative membrane protein YdfK
PMUR_01817	CDS	420				hypothetical protein
PMUR_01818	CDS	2193	glnA_2	6.3.1.2		Glutamine synthetase
PMUR_01819	CDS	888		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
PMUR_01820	CDS	1131	aguA	3.5.3.12	COG2957	Agmatine deiminase
PMUR_01821	CDS	594	potA	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
PMUR_01822	CDS	789	fetB		COG0390	putative iron export permease protein FetB
PMUR_01823	CDS	105				hypothetical protein
PMUR_01824	CDS	2520				hypothetical protein
PMUR_01825	CDS	1920				hypothetical protein
PMUR_01826	CDS	780			COG0327	GTP cyclohydrolase 1 type 2 
PMUR_01827	CDS	831				hypothetical protein
PMUR_01828	CDS	450				hypothetical protein
PMUR_01829	CDS	1029	yqeN		COG1466	putative protein YqeN
PMUR_01830	CDS	468				hypothetical protein
PMUR_01831	CDS	804	pyrK_1		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
PMUR_01832	CDS	912	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
PMUR_01833	CDS	3483				hypothetical protein
PMUR_01834	CDS	2664				hypothetical protein
PMUR_01835	CDS	792				hypothetical protein
PMUR_01836	CDS	168				Ferredoxin
PMUR_01837	CDS	726				hypothetical protein
PMUR_01838	CDS	1338	gdhB	1.4.1.2		NAD-specific glutamate dehydrogenase
PMUR_01839	CDS	573				hypothetical protein
PMUR_01840	CDS	429				hypothetical protein
PMUR_01841	CDS	843				hypothetical protein
PMUR_01842	CDS	798				hypothetical protein
PMUR_01843	CDS	576				hypothetical protein
PMUR_01844	CDS	924				hypothetical protein
PMUR_01845	CDS	1755	dxs_2	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
PMUR_01846	CDS	495	rplQ			50S ribosomal protein L17
PMUR_01847	CDS	993	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
PMUR_01848	CDS	606	rpsD			30S ribosomal protein S4
PMUR_01849	CDS	390	rpsK		COG0100	30S ribosomal protein S11
PMUR_01850	CDS	381	rpsM			30S ribosomal protein S13
PMUR_01851	CDS	117	rpmJ			50S ribosomal protein L36
PMUR_01852	CDS	219	infA		COG0361	Translation initiation factor IF-1
PMUR_01853	CDS	801	map_1	3.4.11.18	COG0024	Methionine aminopeptidase 1
PMUR_01854	CDS	1344	secY		COG0201	Protein translocase subunit SecY
PMUR_01855	CDS	447	rplO		COG0200	50S ribosomal protein L15
PMUR_01856	CDS	177	rpmD		COG1841	50S ribosomal protein L30
PMUR_01857	CDS	507	rpsE		COG0098	30S ribosomal protein S5
PMUR_01858	CDS	345	rplR			50S ribosomal protein L18
PMUR_01859	CDS	567	rplF			50S ribosomal protein L6
PMUR_01860	CDS	396	rpsH		COG0096	30S ribosomal protein S8
PMUR_01861	CDS	303	rpsN		COG0199	30S ribosomal protein S14
PMUR_01862	CDS	555	rplE		COG0094	50S ribosomal protein L5
PMUR_01863	CDS	315	rplX		COG0198	50S ribosomal protein L24
PMUR_01864	CDS	366	rplN		COG0093	50S ribosomal protein L14
PMUR_01865	CDS	258	rpsQ			30S ribosomal protein S17
PMUR_01866	CDS	195	rpmC			50S ribosomal protein L29
PMUR_01867	CDS	429	rplP		COG0197	50S ribosomal protein L16
PMUR_01868	CDS	729	rpsC		COG0092	30S ribosomal protein S3
PMUR_01869	CDS	402				hypothetical protein
PMUR_01870	CDS	267	rpsS			30S ribosomal protein S19
PMUR_01871	CDS	825	rplB		COG0090	50S ribosomal protein L2
PMUR_01872	CDS	363				hypothetical protein
PMUR_01873	CDS	630	rplD			50S ribosomal protein L4
PMUR_01874	CDS	615	rplC		COG0087	50S ribosomal protein L3
PMUR_01875	CDS	306	rpsJ		COG0051	30S ribosomal protein S10
PMUR_01876	CDS	2118	fusA_1		COG0480	Elongation factor G
PMUR_01877	CDS	477	rpsG		COG0049	30S ribosomal protein S7
PMUR_01878	CDS	381	rpsL		COG0048	30S ribosomal protein S12
PMUR_01879	CDS	120				hypothetical protein
PMUR_01880	CDS	321				hypothetical protein
PMUR_01881	CDS	123				hypothetical protein
PMUR_01882	CDS	1491				hypothetical protein
PMUR_01883	CDS	2331				hypothetical protein
PMUR_01884	CDS	894			COG4413	Urea transporter
PMUR_01885	CDS	4332	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
PMUR_01886	CDS	3813	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
PMUR_01887	CDS	381	rplL		COG0222	50S ribosomal protein L7/L12
PMUR_01888	CDS	519	rplJ		COG0244	50S ribosomal protein L10
PMUR_01889	CDS	693	rplA			50S ribosomal protein L1
PMUR_01890	CDS	441	rplK			50S ribosomal protein L11
PMUR_01891	CDS	531	nusG		COG0250	Transcription termination/antitermination protein NusG
PMUR_01892	CDS	192				hypothetical protein
PMUR_01893	tRNA	74				tRNA-Trp(cca)
PMUR_01894	CDS	1188	tufA		COG0050	Elongation factor Tu
PMUR_01895	tRNA	73				tRNA-Thr(ggt)
PMUR_01896	tRNA	74				tRNA-Gly(tcc)
PMUR_01897	tRNA	83				tRNA-Tyr(gta)
PMUR_01898	tRNA	75				tRNA-Thr(tgt)
PMUR_01899	CDS	300				hypothetical protein
PMUR_01900	CDS	885	xerD_4			Tyrosine recombinase XerD
PMUR_01901	CDS	192	rpsU			30S ribosomal protein S21
PMUR_01902	CDS	306				hypothetical protein
PMUR_01903	CDS	1716				hypothetical protein
PMUR_01904	CDS	1791				hypothetical protein
PMUR_01905	CDS	999	mdh	1.1.1.37		Malate dehydrogenase
PMUR_01906	CDS	1551				hypothetical protein
PMUR_01907	CDS	411				hypothetical protein
PMUR_01908	CDS	741				hypothetical protein
PMUR_01909	CDS	372				hypothetical protein
PMUR_01910	CDS	519	yrdA		COG0663	Protein YrdA
PMUR_01911	CDS	1155	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
PMUR_01912	CDS	1518	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
PMUR_01913	CDS	2058	rny_1	3.1.-.-		Ribonuclease Y
PMUR_01914	CDS	1500				hypothetical protein
PMUR_01915	CDS	270				hypothetical protein
PMUR_01916	CDS	336				hypothetical protein
PMUR_01917	CDS	1536				hypothetical protein
PMUR_01918	CDS	2112				hypothetical protein
PMUR_01919	CDS	2628				hypothetical protein
PMUR_01920	CDS	528				hypothetical protein
PMUR_01921	CDS	1137				hypothetical protein
PMUR_01922	CDS	1203				hypothetical protein
PMUR_01923	CDS	1557				hypothetical protein
PMUR_01924	CDS	1365				hypothetical protein
PMUR_01925	CDS	1095				hypothetical protein
PMUR_01926	CDS	252				hypothetical protein
PMUR_01927	CDS	372				hypothetical protein
PMUR_01928	CDS	2364				hypothetical protein
PMUR_01929	CDS	2277	priA	3.6.4.-	COG1198	Primosomal protein N'
PMUR_01930	CDS	1974				hypothetical protein
PMUR_01931	CDS	3822				hypothetical protein
PMUR_01932	CDS	1473				hypothetical protein
PMUR_01933	CDS	495				hypothetical protein
PMUR_01934	CDS	606				hypothetical protein
PMUR_01935	CDS	1008				hypothetical protein
PMUR_01936	CDS	846				hypothetical protein
PMUR_01937	CDS	768				hypothetical protein
PMUR_01938	CDS	2424				hypothetical protein
PMUR_01939	CDS	1143				hypothetical protein
PMUR_01940	CDS	522				hypothetical protein
PMUR_01941	CDS	1266				hypothetical protein
PMUR_01942	CDS	1002				hypothetical protein
PMUR_01943	CDS	558				hypothetical protein
PMUR_01944	CDS	903				hypothetical protein
PMUR_01945	CDS	120				hypothetical protein
PMUR_01946	CDS	624				hypothetical protein
PMUR_01947	CDS	1056				hypothetical protein
PMUR_01948	CDS	1566				hypothetical protein
PMUR_01949	CDS	843				hypothetical protein
PMUR_01950	CDS	1449	egtB	1.14.99.-		Hercynine oxygenase
PMUR_01951	CDS	738				hypothetical protein
PMUR_01952	CDS	222				hypothetical protein
PMUR_01953	CDS	561	yvqK	2.5.1.17	COG2096	Cob(I)yrinic acid a,c-diamide adenosyltransferase
PMUR_01954	CDS	552				hypothetical protein
PMUR_01955	CDS	237				hypothetical protein
PMUR_01956	tRNA	75				tRNA-Met(cat)
PMUR_01957	CDS	2583		3.6.3.8	COG0474	Calcium-transporting ATPase
PMUR_01958	CDS	930	ribF		COG0196	Riboflavin biosynthesis protein RibF
PMUR_01959	CDS	762				hypothetical protein
PMUR_01960	CDS	519				hypothetical protein
PMUR_01961	CDS	522				hypothetical protein
PMUR_01962	CDS	525	sigH		COG1595	ECF RNA polymerase sigma factor SigH
PMUR_01963	CDS	771	argB	2.7.2.8	COG0548	Acetylglutamate kinase
PMUR_01964	CDS	1893	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
PMUR_01965	CDS	501	aroK	2.7.1.71	COG0703	Shikimate kinase
PMUR_01966	CDS	2322	topA	5.99.1.2		DNA topoisomerase 1
PMUR_01967	CDS	531	nudC_2	3.6.1.22		NADH pyrophosphatase
PMUR_01968	CDS	825	axeA1_2	3.1.1.72	COG0657	Acetylxylan esterase
PMUR_01969	CDS	2325	pnp_2	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
PMUR_01970	CDS	1665				hypothetical protein
PMUR_01971	tRNA	75				tRNA-Asn(gtt)
PMUR_01972	CDS	2661				hypothetical protein
PMUR_01973	CDS	93				hypothetical protein
PMUR_01974	CDS	588				hypothetical protein
PMUR_01975	CDS	1491				hypothetical protein
PMUR_01976	CDS	1728				hypothetical protein
PMUR_01977	CDS	1062				hypothetical protein
PMUR_01978	CDS	1122				hypothetical protein
PMUR_01979	CDS	3747				hypothetical protein
PMUR_01980	CDS	951				hypothetical protein
PMUR_01981	CDS	543	rbr1	1.11.1.1	COG1592	Rubrerythrin-1
PMUR_01982	CDS	1524	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
PMUR_01983	CDS	999				hypothetical protein
PMUR_01984	CDS	765				hypothetical protein
PMUR_01985	CDS	2163				hypothetical protein
PMUR_01986	CDS	1806				hypothetical protein
PMUR_01987	CDS	2136	rhaR_3			HTH-type transcriptional activator RhaR
PMUR_01988	CDS	801				hypothetical protein
PMUR_01989	CDS	549	sigW_2		COG1595	ECF RNA polymerase sigma factor SigW
PMUR_01990	CDS	438				hypothetical protein
PMUR_01991	CDS	2112				hypothetical protein
PMUR_01992	CDS	882				hypothetical protein
PMUR_01993	CDS	591				hypothetical protein
PMUR_01994	CDS	666	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
PMUR_01995	CDS	1974	gyrB_2	5.99.1.3	COG0187	DNA gyrase subunit B
PMUR_01996	CDS	117				hypothetical protein
PMUR_01997	CDS	255	rpsT		COG0268	30S ribosomal protein S20
PMUR_01998	tRNA	73				tRNA-Glu(ttc)
PMUR_01999	CDS	189				hypothetical protein
PMUR_02000	CDS	726	recO			DNA repair protein RecO
PMUR_02001	CDS	450	yqeY		COG1610	putative protein YqeY
PMUR_02002	CDS	1335	ftsZ			Cell division protein FtsZ
PMUR_02003	CDS	1452	ftsA			Cell division protein FtsA
PMUR_02004	CDS	753				hypothetical protein
PMUR_02005	CDS	1398	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
PMUR_02006	CDS	1116	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
PMUR_02007	CDS	1272	ftsW_2	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
PMUR_02008	CDS	1335	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
PMUR_02009	CDS	1272	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
PMUR_02010	CDS	1452	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
PMUR_02011	CDS	2151				hypothetical protein
PMUR_02012	CDS	525				hypothetical protein
PMUR_02013	CDS	918	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
PMUR_02014	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
PMUR_02015	CDS	828				hypothetical protein
PMUR_02016	CDS	996				hypothetical protein
PMUR_02017	CDS	1338	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
PMUR_02018	CDS	438	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
PMUR_02019	CDS	1728	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
PMUR_02020	CDS	849				hypothetical protein
PMUR_02021	CDS	1587				hypothetical protein
PMUR_02022	CDS	1089	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
PMUR_02023	CDS	132				hypothetical protein
PMUR_02024	CDS	1809		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
PMUR_02025	CDS	1122	prfB		COG1186	Peptide chain release factor RF2
PMUR_02026	CDS	144				hypothetical protein
PMUR_02027	CDS	489		3.6.1.25	COG2954	Inorganic triphosphatase
PMUR_02028	CDS	1563				hypothetical protein
PMUR_02029	CDS	351				hypothetical protein
PMUR_02030	CDS	906				hypothetical protein
PMUR_02031	CDS	2826				hypothetical protein
PMUR_02032	CDS	1560				hypothetical protein
PMUR_02033	CDS	1542				hypothetical protein
PMUR_02034	CDS	1689	dauA		COG0659	C4-dicarboxylic acid transporter DauA
PMUR_02035	CDS	2952				hypothetical protein
PMUR_02036	CDS	105				hypothetical protein
PMUR_02037	CDS	993	glkA	2.7.1.2		Glucokinase
PMUR_02038	CDS	735				hypothetical protein
PMUR_02039	CDS	543				hypothetical protein
PMUR_02040	CDS	855	rmlD_1	1.1.1.133		dTDP-4-dehydrorhamnose reductase
PMUR_02041	CDS	1569	prfC		COG4108	Peptide chain release factor 3
PMUR_02042	CDS	570	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
PMUR_02043	CDS	1809	clcB			Voltage-gated ClC-type chloride channel ClcB
PMUR_02044	CDS	990	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
PMUR_02045	CDS	129				hypothetical protein
PMUR_02046	CDS	648	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
PMUR_02047	CDS	600				hypothetical protein
PMUR_02048	CDS	120				hypothetical protein
PMUR_02049	CDS	981		6.3.1.20		Lipoate--protein ligase 1
PMUR_02050	CDS	1089	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
PMUR_02051	CDS	387	gcvH			Glycine cleavage system H protein
PMUR_02052	CDS	1314	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
PMUR_02053	CDS	1461	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
PMUR_02054	CDS	1389	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
PMUR_02055	CDS	1308				hypothetical protein
PMUR_02056	CDS	2142				hypothetical protein
PMUR_02057	CDS	933				hypothetical protein
PMUR_02058	CDS	900	ddh	1.4.1.16		Meso-diaminopimelate D-dehydrogenase
PMUR_02059	CDS	603	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
PMUR_02060	CDS	7596				hypothetical protein
PMUR_02061	CDS	450				hypothetical protein
PMUR_02062	CDS	2583	ptk	2.7.10.-	COG0489	Tyrosine-protein kinase ptk
PMUR_02063	CDS	867	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
PMUR_02064	CDS	639				hypothetical protein
PMUR_02065	CDS	297				hypothetical protein
PMUR_02066	CDS	306				hypothetical protein
PMUR_02067	CDS	1536	rny_2	3.1.-.-	COG1418	Ribonuclease Y
PMUR_02068	CDS	342	hxlR		COG1733	HTH-type transcriptional activator HxlR
PMUR_02069	CDS	396				hypothetical protein
PMUR_02070	CDS	1386	algC	5.4.2.2		Phosphomannomutase/phosphoglucomutase
PMUR_02071	CDS	621				hypothetical protein
PMUR_02072	CDS	1023	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
PMUR_02073	CDS	912				hypothetical protein
PMUR_02074	CDS	2319	bamA_3			Outer membrane protein assembly factor BamA
PMUR_02075	CDS	4647				hypothetical protein
PMUR_02076	CDS	330	djlA			DnaJ-like protein DjlA
PMUR_02077	CDS	444				hypothetical protein
PMUR_02078	CDS	1341	ffh		COG0541	Signal recognition particle protein
PMUR_02079	CDS	879	folD			Bifunctional protein FolD protein
PMUR_02080	CDS	180				hypothetical protein
PMUR_02081	CDS	231	ndhI_4	1.6.5.11		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
PMUR_02082	CDS	1125	korA_2	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
PMUR_02083	CDS	780				hypothetical protein
PMUR_02084	CDS	546				hypothetical protein
PMUR_02085	CDS	474				hypothetical protein
PMUR_02086	CDS	2112				hypothetical protein
PMUR_02087	CDS	960				hypothetical protein
PMUR_02088	CDS	1260				hypothetical protein
PMUR_02089	CDS	879	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
PMUR_02090	CDS	681	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
PMUR_02091	CDS	747	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PMUR_02092	CDS	594				hypothetical protein
PMUR_02093	tRNA	74				tRNA-Met(cat)
PMUR_02094	CDS	888				hypothetical protein
PMUR_02095	CDS	1953	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
PMUR_02096	CDS	1083				hypothetical protein
PMUR_02097	CDS	1218	queA_2	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
PMUR_02098	CDS	702				hypothetical protein
PMUR_02099	CDS	2586				hypothetical protein
PMUR_02100	CDS	1689				hypothetical protein
PMUR_02101	CDS	999				hypothetical protein
PMUR_02102	CDS	1074				hypothetical protein
PMUR_02103	CDS	870			COG1721	putative protein
PMUR_02104	CDS	996				hypothetical protein
PMUR_02105	CDS	630				hypothetical protein
PMUR_02106	CDS	753	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
PMUR_02107	CDS	477	ribH	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase
PMUR_02108	CDS	678				hypothetical protein
PMUR_02109	CDS	1149	recF_2		COG1195	DNA replication and repair protein RecF
PMUR_02110	CDS	252				hypothetical protein
PMUR_02111	CDS	543	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
PMUR_02112	CDS	1650				hypothetical protein
PMUR_02113	CDS	444	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
PMUR_02114	CDS	2082	prlC	3.4.24.70	COG0339	Oligopeptidase A
PMUR_02115	CDS	669				hypothetical protein
PMUR_02116	CDS	1041	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
PMUR_02117	CDS	690				hypothetical protein
PMUR_02118	CDS	486				hypothetical protein
PMUR_02119	CDS	951	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
PMUR_02120	CDS	537				hypothetical protein
PMUR_02121	tRNA	75				tRNA-Thr(tgt)
PMUR_02122	CDS	2256				hypothetical protein
PMUR_02123	CDS	2556	mutS2	3.1.-.-		Endonuclease MutS2
PMUR_02124	tRNA	86				tRNA-Ser(tga)
PMUR_02125	CDS	735				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
PMUR_02126	CDS	387		2.8.1.-	COG0607	Sulfurtransferase
PMUR_02127	CDS	390	dfx	1.15.1.2	COG2033	Desulfoferrodoxin
PMUR_02128	CDS	171				hypothetical protein
PMUR_02129	CDS	1077	aroC	4.2.3.5	COG0082	Chorismate synthase
PMUR_02130	CDS	606	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
PMUR_02131	CDS	393				hypothetical protein
PMUR_02132	CDS	198				hypothetical protein
PMUR_02133	CDS	723				hypothetical protein
PMUR_02134	CDS	2028				hypothetical protein
PMUR_02135	CDS	330				hypothetical protein
PMUR_02136	CDS	3024				hypothetical protein
PMUR_02137	CDS	555				hypothetical protein
PMUR_02138	CDS	273				hypothetical protein
PMUR_02139	CDS	1644	pfp	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
PMUR_02140	CDS	870				hypothetical protein
PMUR_02141	CDS	867	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
PMUR_02142	CDS	918				hypothetical protein
PMUR_02143	CDS	1611				hypothetical protein
PMUR_02144	CDS	807		1.-.-.-	COG1028	putative oxidoreductase
PMUR_02145	CDS	807	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
PMUR_02146	CDS	1320	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
PMUR_02147	CDS	1068	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
PMUR_02148	CDS	918		1.1.1.81	COG0111	Hydroxypyruvate reductase
PMUR_02149	CDS	1248				hypothetical protein
PMUR_02150	CDS	591	yigZ		COG1739	IMPACT family member YigZ
PMUR_02151	tRNA	89				tRNA-Ser(cga)
PMUR_02152	CDS	1497	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
PMUR_02153	CDS	1395	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
PMUR_02154	CDS	591	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
PMUR_02155	CDS	1569	leuA_2	2.3.3.13	COG0119	2-isopropylmalate synthase
PMUR_02156	CDS	1062	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
PMUR_02157	CDS	684				hypothetical protein
PMUR_02158	CDS	441				hypothetical protein
PMUR_02159	CDS	435				hypothetical protein
PMUR_02160	CDS	891	rsxB			Electron transport complex subunit RsxB
PMUR_02161	CDS	1353	rnfC		COG4656	Electron transport complex subunit RnfC
PMUR_02162	CDS	999	rsxD		COG4658	Electron transport complex subunit RsxD
PMUR_02163	CDS	627	rnfG		COG4659	Electron transport complex subunit RnfG
PMUR_02164	CDS	585	rnfE		COG4660	Electron transport complex subunit RnfE
PMUR_02165	CDS	600	rsxA		COG4657	Electron transport complex subunit RsxA
PMUR_02166	CDS	1038	lnpD	5.1.3.2		UDP-glucose 4-epimerase
PMUR_02167	CDS	213				hypothetical protein
PMUR_02168	CDS	618				hypothetical protein
PMUR_02169	CDS	759				hypothetical protein
PMUR_02170	CDS	1473				hypothetical protein
PMUR_02171	CDS	486				hypothetical protein
PMUR_02172	CDS	945				hypothetical protein
PMUR_02173	CDS	1287				hypothetical protein
PMUR_02174	CDS	1482				hypothetical protein
PMUR_02175	CDS	1095				hypothetical protein
PMUR_02176	CDS	816				hypothetical protein
PMUR_02177	CDS	1260				hypothetical protein
	repeat_region	1541				
PMUR_02178	CDS	2274	cas1_2	3.1.-.-		CRISPR-associated endonuclease Cas1
PMUR_02179	CDS	288	cas2_2	3.1.-.-		CRISPR-associated endoribonuclease Cas2
PMUR_02180	CDS	804		3.1.3.-		Putative phosphatase
PMUR_02181	CDS	1470	cstA		COG1966	Peptide transporter CstA
PMUR_02182	CDS	531				hypothetical protein
PMUR_02183	CDS	849	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
PMUR_02184	CDS	1653				hypothetical protein
PMUR_02185	CDS	1641	pepDA	3.4.-.-	COG4690	Dipeptidase A
PMUR_02186	CDS	2913				hypothetical protein
PMUR_02187	CDS	3252	recB	3.1.11.5		RecBCD enzyme subunit RecB
PMUR_02188	CDS	1995				hypothetical protein
PMUR_02189	CDS	873	sigA_2		COG0568	RNA polymerase sigma factor SigA
PMUR_02190	CDS	1338	gdhA	1.4.1.3		NAD(P)-specific glutamate dehydrogenase
PMUR_02191	CDS	471	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
PMUR_02192	CDS	315				hypothetical protein
PMUR_02193	CDS	591				hypothetical protein
PMUR_02194	CDS	2487				hypothetical protein
PMUR_02195	CDS	633	rnd	3.1.13.5		Ribonuclease D
PMUR_02196	CDS	1182	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
PMUR_02197	CDS	1401	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
PMUR_02198	CDS	741	kdsB	2.7.7.90	COG1212	8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
PMUR_02199	CDS	1089				hypothetical protein
PMUR_02200	CDS	447	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
PMUR_02201	CDS	2088	glgB_2	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
PMUR_02202	CDS	1146				hypothetical protein
PMUR_02203	CDS	489				hypothetical protein
PMUR_02204	CDS	555	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
PMUR_02205	CDS	1860				hypothetical protein
PMUR_02206	CDS	1281	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
PMUR_02207	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
PMUR_02208	CDS	948	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
PMUR_02209	CDS	2322	mrcA_2		COG5009	Penicillin-binding protein 1A
PMUR_02210	CDS	699	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
PMUR_02211	CDS	2583				hypothetical protein
PMUR_02212	CDS	1149				hypothetical protein
PMUR_02213	CDS	708	acm	3.2.1.17		Lysozyme M1
PMUR_02214	CDS	1239				hypothetical protein
PMUR_02215	CDS	1716	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
PMUR_02216	CDS	1446	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
PMUR_02217	CDS	630	dedA		COG0586	Protein DedA
PMUR_02218	CDS	1068	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
PMUR_02219	CDS	1098	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
PMUR_02220	CDS	1176	fcl_2	1.1.1.271	COG0451	GDP-L-fucose synthase
PMUR_02221	CDS	351				hypothetical protein
PMUR_02222	CDS	1881	kdpB	3.6.3.12		Potassium-transporting ATPase ATP-binding subunit
PMUR_02223	CDS	2178	recD2_3	3.6.4.12		ATP-dependent RecD-like DNA helicase
PMUR_02224	CDS	882				hypothetical protein
PMUR_02225	CDS	2457				hypothetical protein
PMUR_02226	CDS	2433		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
PMUR_02227	CDS	1038	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
PMUR_02228	CDS	1854	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
PMUR_02229	CDS	276				hypothetical protein
PMUR_02230	CDS	1647				hypothetical protein
PMUR_02231	CDS	252				hypothetical protein
PMUR_02232	CDS	486				hypothetical protein
PMUR_02233	CDS	207				hypothetical protein
PMUR_02234	CDS	1341	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
PMUR_02235	CDS	141				hypothetical protein
PMUR_02236	CDS	663				hypothetical protein
PMUR_02237	CDS	333				hypothetical protein
PMUR_02238	CDS	1596				hypothetical protein
PMUR_02239	CDS	1188				hypothetical protein
